"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"54511099999","2023-01-11","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  33.6","24","  15.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.3","24","  3.9","999.9","  45.5"," ","  17.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-12","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  34.8","24","  26.7","24","9999.9"," 0","999.9"," 0","  3.6","24","  5.7","24","  9.7","999.9","  39.6"," ","  22.8"," "," 0.02","G","999.9","011000"
"54511099999","2023-01-13","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  33.4","24","  16.9","24","9999.9"," 0","999.9"," 0","  5.2","24"," 11.1","24"," 15.5"," 19.4","  45.1"," ","  21.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-14","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  19.8","24","  -8.4","24","9999.9"," 0","999.9"," 0","  6.7","24","  9.6","24"," 15.5","999.9","  45.1"," ","   5.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-15","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  18.3","24","  -3.6","24","9999.9"," 0","999.9"," 0","  6.6","24","  7.4","24"," 17.5","999.9","  32.4"," ","   3.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-16","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  24.8","24","   0.7","24","9999.9"," 0","999.9"," 0","  6.3","24","  5.3","24","  9.7","999.9","  34.5"," ","   6.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-17","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  26.3","24","   2.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  6.9","24"," 13.6"," 19.4","  38.1"," ","   8.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-18","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  23.5","24","   6.6","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.4","24","  7.8","999.9","  39.2","*","   8.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-19","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  27.4","24","  -7.0","24","9999.9"," 0","999.9"," 0","  6.2","24"," 12.4","24"," 21.4"," 31.1","  40.3"," ","  15.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-20","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  18.8","24","  -9.3","24","9999.9"," 0","999.9"," 0","  6.6","24","  4.8","24","  9.7"," 19.4","  40.3"," ","   5.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-21","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  20.1","24","   1.0","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.3","24","  5.8","999.9","  34.3"," ","   8.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-22","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  28.2","24","   9.9","24","9999.9"," 0","999.9"," 0","  5.5","24","  4.2","24"," 11.7","999.9","  40.6"," ","  14.0","*"," 0.02","G","999.9","001000"
"54511099999","2023-01-23","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  14.1","24"," -16.9","24","9999.9"," 0","999.9"," 0","  6.0","24"," 14.5","24"," 27.2"," 36.9","  40.6"," ","   3.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-24","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","   9.1","24"," -18.1","24","9999.9"," 0","999.9"," 0","  6.5","24","  7.1","24"," 15.5"," 21.4","  25.0"," ","  -5.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-25","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  11.9","24","  -7.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.5","24","  9.7","999.9","  24.1"," ","  -4.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-26","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  24.3","24","  -3.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  7.6","24"," 15.5","999.9","  34.3"," ","   4.1"," "," 0.00","G","999.9","000000"
"54511099999","2023-01-27","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  29.5","24","  -7.6","24","9999.9"," 0","999.9"," 0","  6.7","24"," 10.6","24"," 19.4"," 31.1","  35.6"," ","  13.8"," "," 0.00","G","999.9","000000"
"54511099999","2023-01-28","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  31.9","24","  -3.1","24","9999.9"," 0","999.9"," 0","  6.5","24","  6.1","24"," 19.4"," 25.3","  42.8"," ","  17.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-29","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  33.2","24","   4.3","24","9999.9"," 0","999.9"," 0","  6.3","24","  6.5","24"," 15.5"," 23.3","  50.0"," ","  14.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-30","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  28.6","24","   7.5","24","9999.9"," 0","999.9"," 0","  6.4","24","  2.8","24","  5.8","999.9","  50.0"," ","  14.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-01-31","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  40.1","24","   1.1","24","9999.9"," 0","999.9"," 0","  6.2","24"," 12.6","24"," 25.3"," 33.0","  57.2"," ","  19.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-01","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  27.9","24","  -5.8","24","9999.9"," 0","999.9"," 0","  6.7","24","  4.5","24"," 11.7","999.9","  57.2"," ","  17.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-02","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  24.1","24","  -1.9","24","9999.9"," 0","999.9"," 0","  6.6","24","  3.1","24","  5.8","999.9","  39.7"," ","  12.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-03","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  25.3","24","   1.5","24","9999.9"," 0","999.9"," 0","  6.5","24","  3.1","24","  5.8","999.9","  42.4"," ","  12.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-04","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  30.0","24","   5.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.6","24","  9.7"," 11.7","  48.6"," ","  14.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-05","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  28.8","24","  13.9","24","9999.9"," 0","999.9"," 0","  5.4","24","  2.1","24","  5.8","999.9","  48.6"," ","  18.9"," "," 0.00","G","999.9","000000"
"54511099999","2023-02-06","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  32.3","24","  14.6","24","9999.9"," 0","999.9"," 0","  5.6","24","  3.2","24","  7.8","999.9","  48.2","*","  14.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-07","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  29.3","24","  10.3","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.4","24","  7.8","999.9","  47.1"," ","  14.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-08","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  35.9","24","   9.9","24","9999.9"," 0","999.9"," 0","  6.6","24","  3.9","24","  7.8","999.9","  46.4","*","  23.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-09","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  26.8","24","  20.1","24","9999.9"," 0","999.9"," 0","  3.4","24","  3.1","24","  5.8","999.9","  45.5"," ","  12.2","*"," 0.01","G","999.9","001000"
"54511099999","2023-02-10","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  32.2","24","  27.0","24","9999.9"," 0","999.9"," 0","  2.7","24","  3.6","24","  7.8","999.9","  38.1"," ","  21.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-11","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  35.8","24","  29.9","24","9999.9"," 0","999.9"," 0","  2.3","24","  2.8","24","  5.8","999.9","  38.1"," ","  23.7"," "," 0.00","G","999.9","010000"
"54511099999","2023-02-12","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  31.7","24","  28.9","24","9999.9"," 0","999.9"," 0","  3.7","24","  4.0","24","  7.8","999.9","  38.1"," ","  23.0","*"," 0.23","G","999.9","010000"
"54511099999","2023-02-13","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  34.4","24","   7.4","24","9999.9"," 0","999.9"," 0","  6.7","24","  8.2","24"," 13.6"," 23.3","  43.2"," ","  23.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-14","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  32.7","24","  11.1","24","9999.9"," 0","999.9"," 0","  6.7","24","  3.9","24","  7.8","999.9","  43.2"," ","  19.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-15","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  28.9","24","  16.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.1","24","  9.7"," 15.5","  41.0","*","  17.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-16","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  30.5","24","  20.6","24","9999.9"," 0","999.9"," 0","  5.7","24","  2.2","24","  5.8","999.9","  45.0"," ","  19.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-17","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  33.5","24","  24.1","24","9999.9"," 0","999.9"," 0","  2.6","24","  2.8","24","  5.8","999.9","  45.0"," ","  24.8"," "," 0.00","G","999.9","000000"
"54511099999","2023-02-18","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  35.8","24","  15.0","24","9999.9"," 0","999.9"," 0","  4.5","24","  9.3","24"," 31.1"," 42.7","  44.6","*","  24.6"," "," 0.01","G","999.9","010000"
"54511099999","2023-02-19","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  40.2","24","   7.5","24","9999.9"," 0","999.9"," 0","  6.5","24"," 10.7","24"," 21.4"," 33.0","  52.5"," ","  24.6"," "," 0.00","G","999.9","000000"
"54511099999","2023-02-20","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  32.8","24","   1.7","24","9999.9"," 0","999.9"," 0","  6.7","24","  5.0","24","  9.7","999.9","  52.5"," ","  15.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-21","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  31.7","24","  12.9","24","9999.9"," 0","999.9"," 0","  6.6","24","  3.5","24","  7.8","999.9","  45.1"," ","  21.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-22","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  35.0","24","  17.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.9","24","  7.8","999.9","  48.7"," ","  23.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-23","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  38.2","24","  20.7","24","9999.9"," 0","999.9"," 0","  5.5","24","  4.1","24"," 11.7","999.9","  53.6","*","  24.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-24","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  35.3","24","   0.3","24","9999.9"," 0","999.9"," 0","  6.7","24","  6.6","24"," 11.7","999.9","  51.6"," ","  15.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-25","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  35.0","24","   3.7","24","9999.9"," 0","999.9"," 0","  6.7","24","  4.0","24","  7.8"," 15.5","  51.8","*","  17.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-26","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  38.7","24","  19.9","24","9999.9"," 0","999.9"," 0","  5.3","24","  4.1","24"," 11.7","999.9","  52.7"," ","  24.1"," "," 0.00","G","999.9","000000"
"54511099999","2023-02-27","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  40.2","24","  27.3","24","9999.9"," 0","999.9"," 0","  3.7","24","  3.9","24","  9.7","999.9","  53.6"," ","  28.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-02-28","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  43.8","24","  15.8","24","9999.9"," 0","999.9"," 0","  5.8","24","  7.6","24"," 17.5"," 23.3","  60.8","*","  23.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-01","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  37.6","24","   2.6","24","9999.9"," 0","999.9"," 0","  6.6","24","  9.6","24"," 25.3"," 35.0","  58.6"," ","  19.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-02","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  41.2","23","  11.4","23","9999.9"," 0","999.9"," 0","  6.4","23","  4.3","23"," 11.7"," 17.5","  59.0","*","  24.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-03","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  47.9","18","  14.8","18","9999.9"," 0","999.9"," 0","  5.8","18","  5.3","18"," 11.7"," 23.3","  69.8","*","  28.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-04","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  45.9","24","  28.0","24","9999.9"," 0","999.9"," 0","  4.5","24","  4.0","24","  7.8","999.9","  68.7"," ","  26.6","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-05","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  40.5","24","  32.0","24","9999.9"," 0","999.9"," 0","  2.1","24","  3.6","24","  7.8","999.9","  61.7"," ","  30.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-06","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  54.6","24","  23.6","24","9999.9"," 0","999.9"," 0","  3.8","24","  3.7","24","  7.8","999.9","  73.4"," ","  32.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-07","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  53.4","24","  31.4","24","9999.9"," 0","999.9"," 0","  3.1","24","  3.9","24","  9.7","999.9","  73.4"," ","  39.0"," "," 0.00","G","999.9","000000"
"54511099999","2023-03-08","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  53.5","24","  24.0","24","9999.9"," 0","999.9"," 0","  6.0","24","  6.9","24"," 17.5","999.9","  70.3"," ","  30.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-09","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  49.5","24","  28.6","24","9999.9"," 0","999.9"," 0","  6.3","24","  3.0","24","  5.8","999.9","  68.4"," ","  33.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-10","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  64.6","24","  21.7","24","9999.9"," 0","999.9"," 0","  4.7","24","  9.6","24"," 17.5"," 27.2","  84.2","*","  40.5"," "," 0.00","G","999.9","000000"
"54511099999","2023-03-11","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  49.3","24","  11.5","24","9999.9"," 0","999.9"," 0","  6.5","24"," 12.1","24"," 25.3"," 36.9","  59.0","*","  33.8","*"," 0.01","G","999.9","010000"
"54511099999","2023-03-12","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  40.9","24","   2.3","24","9999.9"," 0","999.9"," 0","  6.7","24","  7.0","24"," 15.5"," 27.2","  58.5"," ","  24.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-13","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  41.5","24","  19.0","24","9999.9"," 0","999.9"," 0","  6.3","24","  3.1","24","  5.8","999.9","  59.9"," ","  31.8"," "," 0.00","G","999.9","000000"
"54511099999","2023-03-14","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  51.1","24","   3.9","24","9999.9"," 0","999.9"," 0","  5.4","24"," 14.6","24"," 29.1"," 38.9","  70.3"," ","  32.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-15","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  40.8","24","  -5.4","24","9999.9"," 0","999.9"," 0","  6.4","24","  8.5","24"," 19.4"," 29.1","  70.3"," ","  23.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-16","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  42.5","24","   5.3","24","9999.9"," 0","999.9"," 0","  6.6","24","  5.4","24","  9.7"," 17.5","  53.6"," ","  29.3"," "," 0.00","G","999.9","000000"
"54511099999","2023-03-17","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  38.6","24","  26.6","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.3","24","  5.8","999.9","  52.5"," ","  23.0","*"," 0.00","G","999.9","001000"
"54511099999","2023-03-18","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  48.0","24","   7.5","24","9999.9"," 0","999.9"," 0","  6.6","24","  4.5","24","  9.7"," 15.5","  64.4","*","  28.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-19","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  50.8","24","  34.2","24","9999.9"," 0","999.9"," 0","  4.5","24","  4.8","24"," 11.7","999.9","  63.1"," ","  34.7"," "," 0.00","G","999.9","000000"
"54511099999","2023-03-20","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  51.2","24","  40.9","24","9999.9"," 0","999.9"," 0","  2.4","24","  2.9","24","  7.8","999.9","  62.6","*","  41.5"," "," 0.00","G","999.9","000000"
"54511099999","2023-03-21","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  57.6","24","  38.6","24","9999.9"," 0","999.9"," 0","  2.3","24","  6.9","24"," 23.3","999.9","  64.9"," ","  44.6"," "," 0.00","G","999.9","000000"
"54511099999","2023-03-22","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  51.4","24","  -2.9","24","9999.9"," 0","999.9"," 0","  4.2","24"," 10.8","24"," 21.4"," 25.3","  64.9"," ","  39.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-23","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  46.5","24","  -3.0","24","9999.9"," 0","999.9"," 0","  6.2","24","  6.3","24"," 13.6","999.9","  59.2"," ","  39.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-24","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  45.4","24","  13.5","24","9999.9"," 0","999.9"," 0","  6.6","24","  4.0","24","  7.8","999.9","  55.4"," ","  38.5"," "," 0.00","G","999.9","010000"
"54511099999","2023-03-25","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  46.1","24","  14.1","24","9999.9"," 0","999.9"," 0","  6.3","24","  6.2","24"," 13.6"," 19.4","  59.0"," ","  28.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-26","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  48.3","24","  15.4","24","9999.9"," 0","999.9"," 0","  6.7","24","  5.1","24","  9.7","999.9","  60.8"," ","  32.4"," "," 0.00","G","999.9","000000"
"54511099999","2023-03-27","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  54.5","24","  14.3","24","9999.9"," 0","999.9"," 0","  6.4","24","  4.5","24","  7.8"," 13.6","  68.9"," ","  33.8","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-28","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  54.1","24","  33.2","24","9999.9"," 0","999.9"," 0","  6.0","24","  3.3","24","  9.7","999.9","  70.2"," ","  37.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-29","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  61.5","24","  36.6","24","9999.9"," 0","999.9"," 0","  4.7","24","  4.8","24"," 13.6"," 15.5","  78.8","*","  41.0","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-30","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  63.7","24","  38.4","24","9999.9"," 0","999.9"," 0","  4.4","24","  6.1","24"," 13.6","999.9","  78.8","*","  46.4","*"," 0.00","G","999.9","000000"
"54511099999","2023-03-31","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  63.0","24","  35.2","24","9999.9"," 0","999.9"," 0","  5.8","24","  7.1","24"," 15.5","999.9","  77.2"," ","  48.4"," "," 0.00","G","999.9","000000"
"54511099999","2023-04-01","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  63.1","24","  42.0","24","9999.9"," 0","999.9"," 0","  5.7","24","  6.2","24"," 11.7"," 23.3","  73.8"," ","  51.1"," "," 0.00","G","999.9","000000"
"54511099999","2023-04-02","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  59.4","24","  37.6","24","9999.9"," 0","999.9"," 0","  5.1","24","  4.1","24","  9.7","999.9","  72.1"," ","  48.2","*"," 0.00","G","999.9","000000"
"54511099999","2023-04-03","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  60.6","24","  33.5","24","9999.9"," 0","999.9"," 0","  6.1","24","  5.5","24"," 11.7","999.9","  68.2"," ","  54.1"," "," 0.00","G","999.9","010000"
"54511099999","2023-04-04","40.080111","116.584556","35.35","BEIJING CAPITAL INTERNATIONAL AIRPORT, CH","  47.1","24","  39.7","24","9999.9"," 0","999.9"," 0","  6.0","24","  8.8","24"," 15.5"," 27.2","  55.4","*","  44.6","*","99.99"," ","999.9","010000"
